epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,2539.77,0.99295,0.76319,1.1324,0.87438,0.73778,0.81876,0.58649,1.00493,0.71637,1.04383,0.00087526,0.00087526,0.00087526
128,2559.62,0.98039,0.75205,1.13346,0.8605,0.73733,0.82544,0.60487,0.97493,0.6976,1.0494,0.00087427,0.00087427,0.00087427
129,2579.37,0.99466,0.76587,1.15211,0.83899,0.74654,0.81903,0.60218,0.9458,0.73122,1.03297,0.00087328,0.00087328,0.00087328
130,2599.19,0.99054,0.74689,1.13514,0.8578,0.74603,0.83375,0.6101,0.94517,0.69152,1.01684,0.00087229,0.00087229,0.00087229
131,2619.05,0.96661,0.74733,1.10894,0.86148,0.73563,0.8263,0.61476,0.94597,0.67806,1.03275,0.0008713,0.0008713,0.0008713
132,2639.06,0.97578,0.74511,1.1318,0.87494,0.70569,0.81263,0.60363,0.92855,0.70874,1.03556,0.00087031,0.00087031,0.00087031
133,2659.12,0.98056,0.75222,1.13586,0.85727,0.72273,0.82092,0.61242,0.93155,0.70984,1.02345,0.00086932,0.00086932,0.00086932
134,2679.03,0.99468,0.73948,1.12115,0.86638,0.73323,0.82027,0.60762,0.92923,0.69466,1.02032,0.00086833,0.00086833,0.00086833
135,2698.85,0.98412,0.74855,1.12608,0.88287,0.72173,0.81937,0.6034,0.93144,0.69556,1.02306,0.00086734,0.00086734,0.00086734
136,2718.64,0.99362,0.75604,1.13668,0.84914,0.7619,0.83046,0.59978,0.97431,0.67617,1.03491,0.00086635,0.00086635,0.00086635
137,2738.43,0.98162,0.729,1.11864,0.88502,0.72709,0.82111,0.60981,0.93055,0.68455,1.02374,0.00086536,0.00086536,0.00086536
138,2758.4,0.98887,0.7517,1.12372,0.86245,0.74091,0.82198,0.60779,0.93307,0.69223,1.02217,0.00086437,0.00086437,0.00086437
139,2778.27,0.99796,0.75232,1.14289,0.86792,0.73016,0.82129,0.59037,1.01101,0.71034,1.05156,0.00086338,0.00086338,0.00086338
140,2798.13,0.98159,0.74678,1.12203,0.8924,0.71771,0.82436,0.61386,0.92722,0.69165,1.03168,0.00086239,0.00086239,0.00086239
141,2817.98,0.97273,0.74996,1.12941,0.87872,0.73825,0.83345,0.61211,0.92158,0.67989,1.02162,0.0008614,0.0008614,0.0008614
142,2837.82,0.98009,0.73856,1.12559,0.85819,0.76228,0.83412,0.62122,0.91842,0.66144,1.01671,0.00086041,0.00086041,0.00086041
143,2857.76,0.99501,0.75562,1.12722,0.8597,0.75302,0.82842,0.61577,0.92429,0.66547,1.01645,0.00085942,0.00085942,0.00085942
144,2877.66,0.96755,0.72583,1.12794,0.8789,0.7276,0.8219,0.61271,0.90574,0.69159,1.01144,0.00085843,0.00085843,0.00085843
