epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,2568.45,0.93323,0.69969,1.136,0.87846,0.72145,0.81821,0.6008,0.94576,0.69744,1.02676,0.00086833,0.00086833,0.00086833
135,2587.49,0.93349,0.69487,1.13287,0.87625,0.73965,0.82549,0.60087,0.95766,0.70638,1.04188,0.00086734,0.00086734,0.00086734
136,2606.5,0.9419,0.7003,1.13848,0.88191,0.72273,0.82278,0.59222,0.98191,0.6896,1.04081,0.00086635,0.00086635,0.00086635
137,2625.57,0.9359,0.69483,1.13828,0.86955,0.73384,0.82501,0.59563,0.98717,0.69402,1.0371,0.00086536,0.00086536,0.00086536
138,2644.47,0.96995,0.69791,1.14948,0.89748,0.7276,0.83432,0.61409,0.96623,0.68877,1.03989,0.00086437,0.00086437,0.00086437
139,2663.41,0.9623,0.71338,1.14366,0.87801,0.71862,0.82099,0.61157,0.92021,0.69775,1.03226,0.00086338,0.00086338,0.00086338
140,2682.42,0.93812,0.69102,1.13417,0.87885,0.73546,0.82961,0.59762,0.9877,0.69177,1.0363,0.00086239,0.00086239,0.00086239
141,2701.48,0.94261,0.68809,1.13356,0.89671,0.72898,0.82909,0.60599,0.97314,0.69291,1.03276,0.0008614,0.0008614,0.0008614
142,2720.55,0.9313,0.70124,1.15055,0.88174,0.72965,0.82485,0.60907,0.93759,0.69563,1.02793,0.00086041,0.00086041,0.00086041
143,2739.73,0.91625,0.68862,1.13656,0.8623,0.74713,0.82583,0.60582,0.91933,0.68744,1.02452,0.00085942,0.00085942,0.00085942
144,2758.71,0.93066,0.70079,1.13969,0.85245,0.71587,0.81478,0.6046,0.91556,0.6957,1.0234,0.00085843,0.00085843,0.00085843
145,2777.76,0.91757,0.66262,1.12225,0.85951,0.7518,0.83155,0.58614,1.05212,0.69517,1.06289,0.00085744,0.00085744,0.00085744
146,2796.79,0.91444,0.67594,1.12065,0.83497,0.74962,0.82253,0.60485,0.94951,0.69874,1.03289,0.00085645,0.00085645,0.00085645
147,2815.85,0.92786,0.68892,1.13123,0.88865,0.7276,0.83316,0.62049,0.91225,0.67698,1.01648,0.00085546,0.00085546,0.00085546
148,2834.91,0.9368,0.69317,1.14131,0.90239,0.71992,0.82664,0.56491,1.08099,0.72071,1.09492,0.00085447,0.00085447,0.00085447
149,2853.82,0.92026,0.66905,1.12551,0.85401,0.73374,0.81373,0.58234,1.02006,0.70783,1.06964,0.00085348,0.00085348,0.00085348
150,2872.75,0.91879,0.67812,1.12439,0.85514,0.73989,0.81876,0.58983,0.9881,0.71884,1.05368,0.00085249,0.00085249,0.00085249
151,2891.82,0.9155,0.66143,1.12645,0.87465,0.73477,0.82581,0.61346,0.92988,0.681,1.0352,0.0008515,0.0008515,0.0008515
152,2910.85,0.92815,0.68055,1.13296,0.87316,0.73528,0.82858,0.62326,0.89966,0.68011,1.0257,0.00085051,0.00085051,0.00085051
153,2929.86,0.9121,0.66629,1.11691,0.87342,0.73135,0.82745,0.6209,0.89703,0.66774,1.00904,0.00084952,0.00084952,0.00084952
154,2948.93,0.91845,0.67118,1.11912,0.85892,0.74501,0.82643,0.61971,0.89836,0.67255,1.01415,0.00084853,0.00084853,0.00084853
155,2967.91,0.91856,0.68213,1.12729,0.8771,0.71736,0.81119,0.61156,0.91586,0.68711,1.0336,0.00084754,0.00084754,0.00084754
156,2987.01,0.87812,0.66677,1.09729,0.88411,0.72555,0.82601,0.61625,0.92464,0.68325,1.02266,0.00084655,0.00084655,0.00084655
157,3006.11,0.91394,0.65977,1.12461,0.84642,0.74219,0.8314,0.62473,0.89872,0.6703,1.01015,0.00084556,0.00084556,0.00084556
158,3025.45,0.90623,0.66436,1.11904,0.86488,0.75115,0.83102,0.6294,0.87899,0.64408,1.01133,0.00084457,0.00084457,0.00084457
159,3044.36,0.88127,0.66432,1.11406,0.88155,0.74307,0.83387,0.62332,0.8954,0.66902,1.00902,0.00084358,0.00084358,0.00084358
160,3063.3,0.89891,0.66322,1.11891,0.894,0.72118,0.83111,0.62893,0.88638,0.66666,1.01569,0.00084259,0.00084259,0.00084259
161,3082.14,0.88954,0.64693,1.10114,0.88764,0.72403,0.82731,0.61275,0.94055,0.66618,1.0256,0.0008416,0.0008416,0.0008416
